Order_Date,Time,Aging,Customer_Id,Device_Type,Sales,Quantity,Discount,Profit,Shipping_Cost,Order_Priority,Payment_method,Order_ID,Product_ID
2023-05-25,17:26:23,8.6,152095,Web,62.0,1.0,0.4,62.0,6.2,Medium,credit_card,51374,16
2023-02-22,16:07:31,4.1,121759,Web,62.0,5.0,0.5,12.4,1.2,Critical,credit_card,51375,16
2023-06-02,10:43:10,4.4,114425,Web,78.0,2.0,0.1,19.5,2.0,High,credit_card,51376,37
2023-07-16,20:28:54,7.0,119561,Web,62.0,5.0,0.5,12.4,1.2,Medium,credit_card,51377,16
2023-04-26,16:35:57,4.3,123217,Web,62.0,1.0,0.5,62.0,6.2,Medium,credit_card,51378,16
2023-04-19,14:28:50,6.3,104731,Web,62.0,1.0,0.5,62.0,6.2,Medium,credit_card,51379,16
2023-11-01,00:10:49,7.8,123766,Web,62.0,2.0,0.4,31.0,3.1,High,e_wallet,51380,16
2023-09-26,10:49:23,8.4,142831,Web,62.0,5.0,0.4,12.4,1.2,High,debit_card,51381,16
2023-10-06,12:05:59,9.0,121073,Web,85.0,5.0,0.4,17.0,1.7,High,credit_card,51382,12
2023-07-04,12:43:51,8.1,158460,Web,62.0,5.0,0.5,12.4,1.2,Critical,credit_card,51383,16
2023-06-17,16:12:34,1.5,150592,Web,62.0,5.0,0.5,12.4,1.2,Medium,e_wallet,51384,16
2023-05-28,02:15:43,8.5,151889,Web,62.0,5.0,0.5,12.4,1.2,Critical,money_order,51385,16
2023-08-19,06:44:11,7.7,120070,Web,62.0,1.0,0.5,62.0,6.2,Medium,credit_card,51386,16
2023-03-26,07:46:25,6.9,105592,Web,62.0,1.0,0.4,62.0,6.2,Medium,e_wallet,51387,16
2023-12-06,06:21:26,4.6,124726,Web,222.0,1.0,0.2,130.9,13.1,Medium,credit_card,51388,23
2023-10-07,11:15:55,6.1,123690,Web,62.0,5.0,0.5,12.4,1.2,Medium,credit_card,51389,16
2023-08-20,18:45:35,2.0,139815,Web,62.0,2.0,0.5,31.0,3.1,Medium,credit_card,51390,16
2023-01-05,10:22:55,4.2,129224,Web,62.0,1.0,0.5,62.0,6.2,Medium,credit_card,51391,16
2023-07-18,16:56:06,4.6,116003,Web,213.0,1.0,0.1,126.6,12.7,Medium,e_wallet,51392,15
2023-11-09,10:49:38,1.9,123236,Web,54.0,5.0,0.2,10.8,1.1,Low,credit_card,51393,6
2023-12-03,03:12:04,6.9,156124,Web,231.0,4.0,0.1,141.8,14.2,Critical,money_order,51394,8
2023-06-07,06:32:54,6.3,161135,Web,62.0,5.0,0.4,12.4,1.2,High,credit_card,51395,16
2023-04-12,05:28:42,9.8,144734,Web,62.0,5.0,0.5,12.4,1.2,Low,e_wallet,51396,16
2023-11-14,00:11:11,9.8,149250,Web,85.0,5.0,0.5,17.0,1.7,Medium,credit_card,51397,12
2023-10-01,19:47:47,8.7,157240,Web,78.0,1.0,0.3,78.0,7.8,Critical,credit_card,51398,37
2023-06-21,20:39:48,3.2,124096,Web,62.0,1.0,0.5,62.0,6.2,Medium,credit_card,51399,16
2023-11-28,20:35:28,2.2,131697,Web,62.0,2.0,0.5,31.0,3.1,Medium,debit_card,51400,16
2023-12-22,18:23:15,8.3,151163,Mobile,62.0,1.0,0.5,62.0,6.2,Medium,credit_card,51401,16
2023-07-26,07:05:39,3.8,132544,Web,62.0,5.0,0.5,12.4,1.2,Low,credit_card,51402,16
2023-10-09,23:21:32,7.5,155375,Mobile,62.0,1.0,0.5,62.0,6.2,Medium,credit_card,51403,16
2023-12-26,14:31:21,9.3,155937,Web,70.0,1.0,0.2,70.0,7.0,Critical,credit_card,51404,40
2023-04-06,06:08:35,4.1,109597,Web,62.0,1.0,0.4,62.0,6.2,Critical,e_wallet,51405,16
2023-11-02,05:18:51,5.4,153316,Web,85.0,5.0,0.4,17.0,1.7,Critical,e_wallet,51406,12
2023-05-08,23:52:25,3.1,111985,Web,62.0,1.0,0.5,62.0,6.2,Critical,credit_card,51407,16
2023-06-12,02:18:00,7.1,106479,Web,62.0,5.0,0.5,12.4,1.2,Medium,e_wallet,51408,16
2023-06-20,10:01:55,4.6,103744,Web,85.0,5.0,0.4,17.0,1.7,Medium,credit_card,51409,12
2023-03-15,11:17:26,6.0,160919,Web,62.0,5.0,0.5,12.4,1.2,Critical,credit_card,51410,16
2023-07-04,00:06:28,9.9,105576,Web,62.0,2.0,0.5,31.0,3.1,Medium,money_order,51411,16
2023-07-14,10:44:08,5.6,118844,Web,122.0,1.0,0.4,32.2,3.2,Medium,debit_card,51412,13
2023-03-05,23:41:33,4.1,125758,Web,62.0,2.0,0.5,31.0,3.1,Medium,credit_card,51413,16
2023-08-26,10:03:01,8.4,122788,Web,78.0,1.0,0.3,78.0,7.8,Medium,e_wallet,51414,37
2023-02-23,07:26:06,5.0,136713,Web,231.0,1.0,0.3,132.5,13.3,Medium,credit_card,51415,8
2023-04-17,13:48:52,6.2,116545,Web,62.0,1.0,0.4,62.0,6.2,Medium,credit_card,51416,16
2023-07-24,02:15:03,8.6,100895,Web,62.0,2.0,0.4,31.0,3.1,High,debit_card,51417,16
2023-03-12,04:35:01,4.6,158242,Web,62.0,5.0,0.4,12.4,1.2,High,credit_card,51418,16
2023-12-01,17:20:53,5.4,117361,Web,109.0,1.0,0.1,24.6,2.5,Medium,debit_card,51419,11
2023-10-07,08:09:06,8.5,106857,Web,62.0,1.0,0.4,62.0,6.2,Medium,debit_card,51420,16
2023-06-06,19:53:22,6.7,144691,Web,62.0,2.0,0.5,31.0,3.1,High,credit_card,51421,16
2023-07-20,13:04:48,2.7,127093,Web,85.0,2.0,0.4,42.5,4.3,Critical,debit_card,51422,12
2023-07-17,16:05:28,2.4,158633,Web,62.0,1.0,0.4,62.0,6.2,Critical,credit_card,51423,16
2023-01-23,08:55:41,7.3,160880,Web,85.0,5.0,0.5,17.0,1.7,Low,debit_card,51424,12
2023-05-06,12:40:09,4.1,158311,Mobile,62.0,1.0,0.5,62.0,6.2,High,credit_card,51425,16
2023-08-19,22:07:16,5.4,101899,Web,62.0,5.0,0.5,12.4,1.2,Medium,credit_card,51426,16
2023-10-04,04:37:48,2.8,134704,Web,62.0,2.0,0.5,31.0,3.1,Medium,credit_card,51427,16
2023-02-07,14:41:06,7.0,132793,Web,62.0,1.0,0.4,62.0,6.2,Medium,debit_card,51428,16
2023-02-02,02:00:04,5.9,126008,Web,62.0,1.0,0.5,62.0,6.2,Critical,credit_card,51429,16
2023-11-24,00:37:04,9.8,127976,Web,224.0,3.0,0.4,117.1,11.7,Medium,e_wallet,51430,14
2023-09-06,02:53:12,5.4,113633,Web,111.0,2.0,0.1,24.3,2.4,High,debit_card,51431,25
2023-06-18,09:06:51,6.4,129254,Web,62.0,1.0,0.5,62.0,6.2,Medium,credit_card,51432,16
2023-11-11,00:56:20,9.8,159636,Web,62.0,2.0,0.4,31.0,3.1,Medium,debit_card,51433,16
2023-01-27,18:24:37,6.2,119251,Web,62.0,1.0,0.4,62.0,6.2,Medium,credit_card,51434,16
2023-03-22,12:35:44,7.3,144199,Web,70.0,1.0,0.2,70.0,7.0,Medium,credit_card,51435,40
2023-08-03,01:21:54,7.7,100800,Web,78.0,1.0,0.3,78.0,7.8,Medium,credit_card,51436,37
2023-07-21,18:12:49,3.0,138914,Web,62.0,1.0,0.5,62.0,6.2,Medium,credit_card,51437,16
2023-04-10,23:56:16,2.4,156389,Web,124.0,2.0,0.1,36.6,3.7,Critical,credit_card,51438,39
2023-03-01,11:03:21,8.7,133389,Web,124.0,5.0,0.4,19.2,1.9,Medium,e_wallet,51439,39
2023-06-15,01:25:22,9.1,113101,Web,62.0,1.0,0.4,62.0,6.2,Medium,credit_card,51440,16
2023-08-07,23:59:08,9.9,155532,Web,118.0,3.0,0.1,27.4,2.7,Critical,credit_card,51441,3
2023-09-06,23:49:46,3.9,110555,Web,62.0,2.0,0.4,31.0,3.1,Medium,credit_card,51442,16
2023-05-15,04:53:49,6.6,105100,Web,62.0,1.0,0.5,62.0,6.2,Medium,credit_card,51443,16
2023-06-25,20:11:23,4.0,143606,Web,62.0,5.0,0.5,12.4,1.2,Critical,debit_card,51444,16
2023-10-09,01:19:38,8.5,100987,Web,85.0,5.0,0.5,17.0,1.7,Low,credit_card,51445,12
2023-12-08,03:04:39,3.8,140021,Web,34.0,2.0,0.1,17.0,1.7,High,credit_card,51446,34
2023-10-08,05:20:21,9.5,121498,Web,62.0,1.0,0.5,62.0,6.2,Medium,credit_card,51447,16
2023-07-28,04:31:59,1.7,161054,Web,62.0,5.0,0.5,12.4,1.2,Critical,e_wallet,51448,16
2023-09-13,04:52:06,8.4,102597,Web,62.0,1.0,0.5,62.0,6.2,Medium,credit_card,51449,16
2023-04-26,07:28:17,9.9,141915,Web,62.0,1.0,0.4,62.0,6.2,Medium,credit_card,51450,16
2023-08-20,12:04:08,6.2,147067,Web,78.0,1.0,0.3,78.0,7.8,Medium,debit_card,51451,37
2023-05-19,05:28:02,2.9,116883,Web,62.0,1.0,0.4,62.0,6.2,Medium,e_wallet,51452,16
2023-08-08,09:11:16,2.4,152926,Web,62.0,5.0,0.5,12.4,1.2,Medium,credit_card,51453,16
2023-08-07,18:38:46,9.2,150678,Web,62.0,1.0,0.4,62.0,6.2,High,credit_card,51454,16
2023-07-20,02:25:55,5.9,115591,Web,62.0,2.0,0.4,31.0,3.1,Medium,credit_card,51455,16
2023-01-13,16:12:54,8.2,117974,Web,62.0,2.0,0.5,31.0,3.1,Critical,credit_card,51456,16
2023-06-23,14:21:50,2.6,145007,Web,62.0,5.0,0.5,12.4,1.2,Low,e_wallet,51457,16
2023-08-05,10:58:19,8.4,133419,Web,85.0,5.0,0.4,17.0,1.7,Low,credit_card,51458,12
2023-11-07,08:52:58,4.9,151584,Mobile,62.0,5.0,0.5,12.4,1.2,Critical,credit_card,51459,16
2023-05-27,02:02:21,1.4,131636,Web,85.0,2.0,0.5,42.5,4.3,Medium,e_wallet,51460,12
2023-02-08,12:15:32,7.8,132774,Web,78.0,4.0,0.2,19.5,2.0,Medium,credit_card,51461,37
2023-10-15,02:43:22,5.8,153129,Web,222.0,1.0,0.2,133.1,13.3,Critical,e_wallet,51462,23
2023-12-10,20:10:04,4.0,100744,Web,78.0,1.0,0.3,78.0,7.8,Critical,debit_card,51463,37
2023-06-22,02:27:08,5.6,154747,Web,196.0,1.0,0.5,110.1,11.0,Medium,credit_card,51464,9
2023-03-02,06:35:05,3.7,120354,Web,62.0,1.0,0.5,62.0,6.2,Medium,money_order,51465,16
2023-09-16,06:16:34,2.2,106885,Web,62.0,1.0,0.4,62.0,6.2,Medium,e_wallet,51466,16
2023-03-19,07:22:49,4.8,144196,Web,34.0,2.0,0.4,8.5,0.9,Low,e_wallet,51467,34
2023-08-23,10:01:15,4.2,100902,Web,78.0,1.0,0.3,78.0,7.8,Medium,credit_card,51468,37
2023-06-02,05:49:53,6.7,107426,Web,62.0,1.0,0.5,62.0,6.2,Medium,e_wallet,51469,16
2023-02-09,05:28:25,1.2,144335,Web,78.0,2.0,0.3,19.5,2.0,High,debit_card,51470,37
2023-12-22,17:10:01,1.2,112330,Web,62.0,5.0,0.5,12.4,1.2,Medium,credit_card,51471,16
2023-12-19,20:35:08,8.4,125317,Web,65.0,2.0,0.2,32.5,3.3,Medium,credit_card,51472,30
2023-05-26,17:10:11,5.4,112970,Web,62.0,5.0,0.5,12.4,1.2,Medium,credit_card,51473,16
2023-12-14,06:31:49,5.5,113778,Web,122.0,2.0,0.5,34.7,3.5,Critical,debit_card,51474,13
2023-05-09,22:27:11,6.0,158003,Web,62.0,5.0,0.5,12.4,1.2,Medium,debit_card,51475,16
2023-06-16,21:23:33,2.8,128483,Web,62.0,1.0,0.4,62.0,6.2,Low,money_order,51476,16
2023-06-06,19:55:44,7.4,106114,Web,62.0,1.0,0.5,62.0,6.2,Critical,debit_card,51477,16
2023-06-15,09:35:05,8.8,126530,Web,124.0,2.0,0.2,31.6,3.2,Critical,debit_card,51478,39
2023-03-20,22:39:31,9.2,111681,Web,70.0,3.0,0.3,23.3,2.3,Critical,credit_card,51479,40
2023-09-26,23:12:42,2.3,154714,Web,122.0,5.0,0.5,35.9,3.6,High,credit_card,51480,13
2023-06-08,09:21:07,9.8,143237,Web,62.0,2.0,0.5,31.0,3.1,Medium,debit_card,51481,16
2023-10-24,01:15:35,5.3,115909,Web,62.0,1.0,0.5,62.0,6.2,High,credit_card,51482,16
2023-11-16,18:16:10,9.7,146688,Web,62.0,1.0,0.5,62.0,6.2,Critical,debit_card,51483,16
2023-04-20,05:01:44,8.8,156062,Web,62.0,1.0,0.4,62.0,6.2,Medium,credit_card,51484,16
2023-02-05,01:52:01,4.9,112626,Web,62.0,1.0,0.4,62.0,6.2,High,debit_card,51485,16
2023-03-02,16:37:37,3.3,130845,Web,62.0,1.0,0.5,62.0,6.2,Medium,credit_card,51486,16
2023-09-06,02:14:30,5.9,121342,Web,62.0,5.0,0.5,12.4,1.2,Medium,e_wallet,51487,16
2023-09-15,20:02:44,1.6,122848,Web,62.0,1.0,0.5,62.0,6.2,Critical,debit_card,51488,16
2023-01-19,14:02:22,4.4,107570,Web,62.0,1.0,0.5,62.0,6.2,Medium,e_wallet,51489,16
2023-08-03,02:51:01,5.9,135766,Web,62.0,1.0,0.5,62.0,6.2,Medium,debit_card,51490,16
2023-01-09,09:20:43,5.7,120799,Mobile,62.0,1.0,0.4,62.0,6.2,Medium,credit_card,51491,16
2023-07-06,01:08:57,2.9,159416,Web,78.0,1.0,0.3,78.0,7.8,High,credit_card,51492,37
2023-04-13,14:39:16,7.6,157252,Web,62.0,2.0,0.5,31.0,3.1,Medium,credit_card,51493,16
2023-02-09,23:09:35,5.4,142583,Web,62.0,1.0,0.4,62.0,6.2,Medium,credit_card,51494,16
2023-07-27,10:12:51,1.4,143404,Web,114.0,2.0,0.1,27.2,2.7,Medium,e_wallet,51495,7
2023-08-28,21:20:07,8.5,140399,Web,62.0,2.0,0.4,31.0,3.1,Medium,e_wallet,51496,16
2023-06-04,21:01:13,1.6,134837,Web,62.0,1.0,0.4,62.0,6.2,Critical,credit_card,51497,16
2023-12-14,03:01:30,3.9,105438,Web,62.0,1.0,0.4,62.0,6.2,Critical,credit_card,51498,16
2023-09-17,12:51:21,8.8,125997,Web,62.0,1.0,0.5,62.0,6.2,Critical,debit_card,51499,16
2023-12-25,01:29:35,1.9,104228,Web,78.0,2.0,0.4,19.5,2.0,Medium,debit_card,51500,37
2023-05-20,11:02:15,6.4,156104,Web,62.0,1.0,0.5,62.0,6.2,High,credit_card,51501,16
2023-08-25,03:28:00,6.9,132736,Web,62.0,2.0,0.5,31.0,3.1,Medium,credit_card,51502,16
2023-09-28,17:53:33,3.3,109198,Web,62.0,2.0,0.4,31.0,3.1,Medium,credit_card,51503,16
2023-01-22,11:30:26,3.2,146718,Web,62.0,1.0,0.4,62.0,6.2,Medium,credit_card,51504,16
2023-04-20,04:56:27,2.3,148149,Web,78.0,1.0,0.3,78.0,7.8,Medium,credit_card,51505,37
2023-07-14,00:32:43,9.6,100319,Web,62.0,1.0,0.4,62.0,6.2,Critical,credit_card,51506,16
2023-05-11,16:39:12,8.1,160394,Web,62.0,5.0,0.5,12.4,1.2,High,credit_card,51507,16
2023-11-26,17:49:35,7.1,131264,Web,85.0,5.0,0.5,17.0,1.7,High,credit_card,51508,12
2023-09-19,15:02:10,3.7,145759,Web,78.0,1.0,0.3,78.0,7.8,Medium,credit_card,51509,37
2023-06-23,21:09:44,4.7,129135,Web,62.0,5.0,0.5,12.4,1.2,High,credit_card,51510,16
2023-04-22,08:45:24,3.1,149326,Web,62.0,5.0,0.5,12.4,1.2,Medium,credit_card,51511,16
2023-09-03,18:24:27,9.5,160657,Web,72.0,1.0,0.1,14.4,1.4,High,credit_card,51512,5
2023-01-17,17:13:03,1.0,142236,Web,62.0,5.0,0.5,12.4,1.2,High,credit_card,51513,16
2023-10-15,05:38:34,5.5,132737,Web,218.0,1.0,0.4,133.6,13.4,Medium,credit_card,51514,10
2023-12-13,01:25:55,8.6,101904,Mobile,216.0,2.0,0.4,118.7,11.9,Critical,credit_card,51515,32
2023-01-19,23:33:25,7.0,161798,Web,62.0,5.0,0.4,12.4,1.2,High,credit_card,51516,16
2023-07-27,15:32:35,8.7,100422,Web,62.0,5.0,0.4,12.4,1.2,High,e_wallet,51517,16
2023-07-24,09:31:14,9.2,143021,Web,250.0,4.0,0.3,130.0,13.0,High,credit_card,51518,4
2023-03-01,04:36:33,8.6,149945,Web,62.0,1.0,0.4,62.0,6.2,Medium,credit_card,51519,16
2023-05-06,08:56:29,6.5,112727,Web,62.0,5.0,0.5,12.4,1.2,Low,credit_card,51520,16
2023-12-28,18:32:38,1.6,130299,Web,62.0,5.0,0.5,12.4,1.2,Medium,credit_card,51521,16
2023-09-26,15:16:43,1.7,127458,Web,62.0,5.0,0.5,12.4,1.2,High,debit_card,51522,16
2023-05-19,15:33:28,4.2,108421,Web,62.0,2.0,0.4,31.0,3.1,Medium,debit_card,51523,16
2023-11-14,16:14:18,7.8,141075,Web,62.0,1.0,0.5,62.0,6.2,Critical,credit_card,51524,16
2023-08-14,16:07:48,3.6,103822,Web,62.0,1.0,0.4,62.0,6.2,High,credit_card,51525,16
