Customer_Id,Customer_Login_type,Gender
100634,Member,Female
100635,Member,Female
100636,Member,Male
100637,Member,Female
100638,Member,Female
100639,Member,Female
100640,Member,Male
100641,Member,Female
100642,Member,Male
100643,Member,Male
100644,Member,Male
100645,Member,Female
100646,Member,Female
100647,Member,Male
100648,Guest,Male
100649,Member,Female
100650,Member,Male
100651,Member,Male
100652,Member,Female
100653,Member,Male
100654,Member,Female
100655,Member,Male
100656,Member,Female
100657,Member,Male
100658,Member,Male
100659,Member,Male
100660,Member,Male
100661,Guest,Male
100662,Member,Male
100663,Member,Male
100664,Member,Female
100665,Member,Male
100666,Member,Male
100667,Member,Female
100668,Member,Male
100669,Member,Female
100670,Member,Male
100671,Member,Male
100672,Member,Female
100673,Member,Female
100674,Member,Female
100675,Member,Female
100676,Member,Female
100677,Member,Female
100678,Member,Male
100679,Member,Female
100680,Member,Female
100681,Member,Female
100682,Member,Female
100683,Member,Female
100684,Member,Female
100685,Member,Female
100686,Member,Female
100687,Guest,Male
100688,Member,Male
100689,Member,Male
100690,Member,Male
100691,Member,Male
100692,Member,Male
100693,Member,Female
100694,Member,Male
100695,Member,Male
100696,Member,Male
100697,Member,Female
100698,Member,Male
100699,Guest,Male
100700,Member,Male
100701,Member,Female
100702,Member,Female
100703,Guest,Female
100704,Member,Female
100705,Member,Male
100706,Member,Female
100707,Member,Female
100708,Member,Male
100709,Member,Male
100710,Guest,Male
100711,Member,Male
100712,Member,Male
100713,Member,Male
100714,Member,Female
100715,Member,Female
100716,Member,Female
100717,Member,Female
100718,Member,Female
100719,Guest,Male
100720,Member,Female
100721,Member,Female
100722,Guest,Female
100723,Member,Male
100724,Member,Male
100725,Guest,Female
100726,Member,Male
100727,Member,Female
100728,Member,Male
100729,Member,Male
100730,Guest,Female
100731,Member,Female
100732,Member,Female
100733,Member,Female
100734,Guest,Male
100735,Member,Male
100736,Member,Male
100737,Member,Female
100738,Member,Male
100739,Member,Male
100740,Member,Male
100741,Member,Female
100742,Guest,Female
100743,Member,Male
100744,Member,Female
100745,Member,Female
100746,Member,Male
100747,Member,Female
100748,Member,Female
100749,Member,Female
100750,Member,Male
100751,Guest,Female
100752,Member,Male
100753,Member,Female
100754,Member,Female
100755,Member,Female
100756,Member,Female
100757,Member,Female
100758,Member,Male
100759,Member,Male
100760,Member,Male
100761,Member,Male
100762,Member,Male
100763,Member,Male
100764,Member,Female
100765,Member,Female
100766,Member,Female
100767,Member,Male
100768,Member,Female
100769,Guest,Male
100770,Member,Female
100771,Member,Female
100772,Member,Female
100773,Member,Male
100774,Member,Female
100775,Member,Male
100776,Member,Female
100777,Member,Male
100778,Member,Female
100779,Member,Female
100780,Member,Male
100781,Member,Male
100782,Member,Female
100783,Member,Female
100784,Member,Male
100785,Guest,Male
100786,Member,Male
100787,Member,Male
100788,Member,Female
100789,Member,Female
100790,Member,Male
100791,Member,Female
100792,Member,Male
100793,Member,Female
100794,Member,Female
100795,Guest,Male
100796,Member,Female
100797,Member,Male
100798,Member,Female
100799,Guest,Male
100800,Member,Female
100801,Member,Female
100802,Member,Female
100803,Member,Female
100804,Member,Male
100805,Member,Male
100806,Member,Male
100807,Member,Male
100808,Member,Female
100809,Guest,Male
100810,Member,Female
100811,Member,Male
100812,Member,Male
100813,Member,Female
100814,Member,Female
100815,Member,Female
100816,Member,Female
100817,Member,Female
100818,Member,Female
100819,Member,Male
100820,Member,Female
100821,Member,Female
100822,Member,Female
100823,Member,Male
100824,Member,Male
100825,Member,Female
100826,Member,Female
100827,Guest,Male
100828,Member,Male
100829,Member,Male
100830,Member,Male
100831,Member,Female
100832,Member,Male
100833,Member,Female
100834,Member,Male
100835,Member,Female
100836,Member,Male
100837,Member,Female
100838,Member,Female
100839,Member,Male
100840,Member,Female
100841,Guest,Male
100842,Member,Female
100843,Member,Male
100844,Member,Male
100845,Member,Male
100846,Member,Female
100847,Member,Male
100848,Member,Male
100849,Member,Female
100850,Member,Male
100851,Member,Male
100852,Member,Female
100853,Member,Female
100854,Member,Male
100855,Member,Female
100856,Member,Male
100857,Member,Female
100858,Member,Male
100859,Member,Female
100860,Member,Male
100861,Member,Male
100862,Member,Female
100863,Member,Female
100864,Member,Male
100865,Member,Male
100866,Member,Male
100867,Member,Female
100868,Member,Female
100869,Member,Male
100870,Member,Male
100871,Member,Female
100872,Member,Male
100873,Member,Female
100874,Member,Female
100875,Member,Female
100876,Member,Male
100877,Member,Male
100878,Member,Female
100879,Member,Male
100880,Member,Female
100881,Member,Male
100882,Member,Female
100883,Member,Male
100884,Member,Female
100885,Member,Female
100886,Guest,Male
100887,Member,Male
100888,Member,Female
100889,Member,Female
100890,Member,Female
100891,Member,Female
100892,Guest,Male
100893,Member,Male
100894,Member,Male
100895,Member,Male
100896,Member,Male
100897,Guest,Female
100898,Member,Male
100899,Member,Female
100900,Member,Male
100901,Member,Male
100902,Member,Male
100903,Guest,Male
100904,Member,Male
100905,Member,Male
100906,Member,Male
100907,Member,Male
100908,Guest,Male
100909,Member,Female
100910,Guest,Female
100911,Member,Male
100912,Member,Female
100913,Member,Male
100914,Member,Female
100915,Member,Female
100916,Member,Female
100917,Member,Female
100918,Member,Male
100919,Member,Male
100920,Member,Female
100921,Member,Female
100922,Member,Male
100923,Member,Male
100924,Member,Male
100925,Member,Male
100926,Member,Female
100927,Member,Male
100928,Member,Male
100929,Member,Female
100930,Member,Female
100931,Member,Male
100932,Member,Male
100933,Member,Male
100934,Member,Female
100935,Member,Male
100936,Member,Male
100937,Member,Male
100938,Member,Female
100939,Member,Female
100940,Member,Male
100941,Member,Female
100942,Member,Male
100943,Member,Female
100944,Member,Male
100945,Member,Male
100946,Member,Female
100947,Member,Male
100948,Member,Male
100949,Member,Female
100950,Member,Female
100951,Member,Male
100952,Member,Female
100953,Member,Female
100954,Member,Female
100955,Member,Male
100956,Member,Male
100957,Guest,Male
100958,Member,Female
100959,Member,Female
100960,Guest,Male
100961,Member,Female
100962,Member,Female
100963,Member,Female
100964,Member,Male
100965,Member,Female
100966,Member,Male
100967,Member,Male
100968,Member,Female
100969,Member,Female
100970,Member,Male
100971,Guest,Male
100972,Member,Male
100973,Member,Female
100974,Member,Female
100975,Member,Female
100976,Member,Male
100977,Member,Male
100978,Member,Male
100979,Member,Male
100980,Member,Male
100981,Member,Female
100982,Guest,Female
100983,Member,Female
100984,Member,Female
100985,Member,Female
100986,Guest,Female
100987,Member,Male
100988,Guest,Male
100989,Member,Female
100990,Member,Male
100991,Member,Male
100992,Member,Female
100993,Member,Male
100994,Member,Male
100995,Member,Male
100996,Member,Female
100997,Guest,Male
100998,Member,Female
100999,Member,Female
101000,Member,Female
101001,Member,Female
101002,Member,Male
101003,Member,Male
101004,Member,Female
101005,Member,Male
101006,Member,Male
101007,Member,Male
101008,Member,Female
101009,Member,Male
101010,Member,Female
101011,Member,Female
101012,Member,Female
101013,Member,Female
101014,Member,Male
101015,Member,Female
101016,Member,Female
101017,Member,Female
101018,Member,Male
101019,Member,Female
101020,Member,Female
101021,Member,Female
101022,Member,Female
101023,Member,Female
101024,Member,Male
101025,Member,Male
101026,Member,Male
101027,Member,Male
101028,Member,Male
101029,Member,Female
101030,Member,Male
101031,Member,Female
101032,Member,Female
101033,Member,Female
101034,Member,Female
101035,Member,Female
101036,Member,Male
101037,Member,Female
101038,Member,Male
101039,Member,Female
101040,Member,Male
101041,Member,Male
101042,Member,Female
101043,Guest,Male
101044,Guest,Female
101045,Member,Female
101046,Member,Female
101047,Member,Female
101048,Guest,Female
101049,Member,Male
101050,Member,Female
101051,Member,Female
101052,Member,Male
101053,Guest,Female
101054,Member,Female
101055,Member,Male
101056,Member,Male
101057,Member,Female
101058,Member,Female
101059,Member,Male
101060,Member,Male
101061,Member,Male
101062,Member,Male
101063,Member,Female
101064,Member,Male
101065,Member,Male
101066,Member,Male
101067,Member,Male
101068,Member,Male
101069,Guest,Female
101070,Member,Male
101071,Member,Female
101072,Member,Male
101073,Guest,Female
101074,Guest,Male
101075,Member,Female
101076,Guest,Male
101077,Member,Female
101078,Member,Female
101079,Member,Male
101080,Member,Male
101081,Member,Female
101082,Member,Male
101083,Member,Male
101084,Member,Male
101085,Guest,Female
101086,Member,Female
101087,Member,Male
101088,Member,Male
101089,Member,Male
101090,Member,Male
101091,Member,Male
101092,Guest,Female
101093,Guest,Male
101094,Member,Female
101095,Member,Male
101096,Member,Female
101097,Member,Female
101098,Member,Male
101099,Guest,Male
101100,Member,Male
101101,Member,Male
101102,Member,Male
101103,Member,Male
101104,Member,Female
101105,Member,Male
101106,Member,Male
101107,Member,Male
101108,Member,Female
101109,Member,Female
101110,Member,Female
101111,Member,Male
101112,Member,Female
101113,Member,Female
101114,Member,Female
101115,Member,Male
101116,Member,Male
101117,Member,Male
101118,Member,Male
101119,Member,Female
101120,Member,Male
101121,Guest,Male
101122,Member,Male
101123,Member,Male
101124,Member,Male
101125,Member,Female
101126,Member,Female
101127,Member,Female
101128,Member,Male
101129,Member,Female
101130,Member,Female
101131,Member,Female
101132,Member,Male
101133,Guest,Female
101134,Member,Male
101135,Member,Female
101136,Member,Male
101137,Member,Female
101138,Member,Female
101139,Member,Male
101140,Member,Female
101141,Member,Female
101142,Member,Male
101143,Member,Male
101144,Member,Female
101145,Member,Male
101146,Member,Female
101147,Guest,Female
101148,Member,Male
101149,Member,Female
101150,Member,Male
101151,Member,Female
101152,Member,Male
101153,Guest,Male
101154,Member,Female
101155,Member,Female
101156,Guest,Female
101157,Member,Male
101158,Member,Male
101159,Member,Male
101160,Member,Male
101161,Member,Male
101162,Member,Male
101163,Member,Male
101164,Member,Female
101165,Member,Female
101166,Member,Female
101167,Member,Female
101168,Member,Male
101169,Member,Male
101170,Member,Male
101171,Member,Male
101172,Member,Female
101173,Member,Male
101174,Member,Female
101175,Member,Female
101176,Member,Female
101177,Member,Female
101178,Member,Female
101179,Member,Female
101180,Guest,Female
101181,Member,Male
101182,Member,Male
101183,Member,Male
101184,Member,Female
101185,Member,Female
101186,Member,Male
101187,Member,Male
101188,Member,Male
101189,Guest,Female
101190,Member,Male
101191,Member,Female
101192,Member,Male
101193,Member,Female
101194,Member,Male
101195,Member,Male
101196,Guest,Female
101197,Guest,Female
101198,Guest,Female
101199,Member,Male
101200,Member,Female
101201,Member,Female
101202,Member,Male
101203,Member,Female
101204,Member,Female
101205,Member,Male
101206,Member,Female
101207,Member,Male
101208,Member,Male
101209,Member,Male
101210,Member,Male
101211,Member,Female
101212,Member,Male
101213,Member,Female
101214,Member,Male
101215,Member,Female
101216,Member,Female
101217,Member,Male
101218,Member,Female
101219,Member,Male
101220,Member,Male
101221,Member,Female
101222,Member,Female
101223,Member,Female
101224,Guest,Male
101225,Member,Male
101226,Member,Female
101227,Member,Male
101228,Member,Male
101229,Member,Male
101230,Member,Male
101231,Member,Male
101232,Guest,Male
101233,Member,Female
101234,Member,Male
101235,Member,Male
101236,Member,Female
101237,Member,Male
101238,Member,Female
101239,Member,Female
101240,Member,Male
101241,Guest,Male
101242,Member,Male
101243,Member,Male
101244,Member,Female
101245,Member,Male
101246,Guest,Male
101247,Member,Female
101248,Member,Female
101249,Member,Male
101250,Member,Female
101251,Member,Male
101252,Member,Male
101253,Member,Female
101254,Member,Male
101255,Member,Male
101256,Member,Female
101257,Member,Male
101258,Member,Male
101259,Member,Male
101260,Member,Male
101261,Member,Male
101262,Member,Female
101263,Member,Female
101264,Member,Male
101265,Member,Male
101266,Member,Male
101267,Member,Male
101268,Member,Male
101269,Member,Male
101270,Member,Male
101271,Member,Female
101272,Member,Male
101273,Member,Female
101274,Member,Female
101275,Member,Male
101276,Member,Female
101277,Member,Male
101278,Member,Female
101279,Guest,Female
101280,Member,Female
101281,Guest,Male
101282,Member,Male
101283,Member,Female
101284,Member,Male
101285,Member,Male
101286,Guest,Female
101287,Member,Male
101288,Member,Male
101289,Member,Female
101290,Member,Female
101291,Member,Female
101292,Guest,Male
101293,Member,Female
101294,Member,Female
101295,Member,Male
101296,Member,Female
101297,Member,Female
101298,Member,Female
101299,Member,Male
101300,Member,Male
101301,Member,Female
101302,Member,Female
101303,Member,Male
101304,Member,Female
101305,Member,Female
101306,Member,Male
101307,Member,Male
101308,Member,Male
101309,Member,Male
101310,Member,Male
101311,Member,Male
101312,Member,Male
101313,Member,Male
101314,Member,Female
101315,Member,Female
101316,Member,Female
101317,Member,Female
101318,Member,Female
101319,Member,Female
101320,Member,Female
101321,Member,Female
101322,Member,Female
101323,Member,Female
101324,Member,Male
101325,Member,Female
101326,Member,Male
101327,Member,Male
101328,Member,Male
101329,Member,Male
101330,Member,Male
101331,Member,Male
101332,Member,Male
101333,Member,Male
101334,Member,Female
101335,Member,Female
101336,Member,Male
101337,Member,Male
101338,Member,Female
101339,Member,Female
101340,Guest,Female
101341,Member,Female
101342,Member,Male
101343,Member,Male
101344,Member,Female
101345,Member,Female
101346,Guest,Female
101347,Member,Male
101348,Member,Male
101349,Member,Female
101350,Member,Female
101351,Member,Male
101352,Guest,Male
101353,Member,Male
101354,Member,Male
101355,Member,Female
101356,Member,Male
101357,Member,Male
101358,Guest,Female
101359,Member,Female
101360,Member,Male
101361,Member,Female
101362,Member,Female
101363,Member,Female
101364,Member,Male
101365,Member,Male
101366,Member,Male
101367,Member,Male
101368,Member,Male
101369,Member,Male
101370,Member,Female
101371,Member,Female
101372,Member,Female
101373,Member,Female
101374,Member,Female
101375,Member,Female
101376,Guest,Male
101377,Guest,Female
101378,Guest,Male
101379,Member,Male
101380,Member,Male
101381,Member,Female
101382,Member,Female
101383,Member,Male
101384,Member,Female
101385,Member,Female
101386,Member,Male
101387,Member,Female
101388,Member,Female
101389,Member,Male
101390,Member,Female
101391,Member,Male
101392,Guest,Male
101393,Member,Female
101394,Member,Male
101395,Guest,Male
101396,Guest,Male
101397,Member,Male
101398,Member,Male
101399,Member,Female
101400,Member,Female
101401,Member,Female
101402,Member,Female
101403,Member,Male
101404,Member,Female
101405,Member,Female
101406,Member,Female
101407,Guest,Male
101408,Member,Female
101409,Member,Female
101410,Member,Female
101411,Member,Female
101412,Guest,Female
101413,Member,Female
101414,Member,Male
101415,Guest,Female
101416,Member,Female
101417,Member,Male
101418,Member,Female
101419,Member,Male
101420,Member,Male
101421,Member,Female
101422,Member,Male
101423,Member,Male
101424,Member,Female
101425,Member,Female
101426,Member,Male
101427,Member,Female
101428,Member,Female
101429,Member,Male
101430,Member,Male
101431,Member,Male
101432,Member,Male
101433,Member,Female
101434,Guest,Female
101435,Guest,Male
101436,Member,Male
101437,Member,Male
101438,Guest,Male
101439,Member,Male
101440,Member,Female
101441,Member,Male
101442,Member,Female
101443,Member,Female
101444,Member,Female
101445,Member,Male
101446,Member,Female
101447,Member,Female
101448,Member,Female
101449,Member,Female
101450,Member,Male
101451,Member,Female
101452,Member,Male
101453,Member,Male
101454,Member,Male
101455,Member,Male
101456,Guest,Male
101457,Member,Female
101458,Member,Male
101459,Member,Male
101460,Member,Male
101461,Member,Female
101462,Member,Female
101463,Member,Male
101464,Guest,Female
101465,Member,Male
101466,Member,Male
101467,Member,Female
101468,Member,Male
101469,Member,Female
101470,Member,Male
101471,Member,Female
101472,Guest,Male
101473,Member,Female
101474,Member,Male
101475,Member,Male
101476,Member,Female
101477,Member,Female
101478,Member,Male
101479,Member,Male
101480,Guest,Male
101481,Member,Male
101482,Member,Male
101483,Member,Male
101484,Member,Male
101485,Member,Female
101486,Member,Male
101487,Guest,Male
101488,Member,Female
101489,Member,Female
101490,Member,Female
101491,Member,Female
101492,Member,Male
101493,Member,Male
101494,Member,Female
101495,Member,Female
101496,Member,Male
101497,Member,Female
101498,Guest,Male
101499,Member,Male
101500,Member,Female
101501,Member,Male
101502,Member,Female
101503,Member,Female
101504,Member,Female
101505,Member,Female
101506,Member,Female
101507,Member,Female
101508,Member,Male
101509,Member,Male
101510,Guest,Male
101511,Member,Female
101512,Member,Male
101513,Member,Female
101514,Member,Female
101515,Member,Female
101516,Member,Male
101517,Member,Male
101518,Member,Male
101519,Member,Male
101520,Member,Male
101521,Member,Male
101522,Member,Male
101523,Member,Male
101524,Guest,Female
101525,Member,Female
101526,Member,Male
101527,Member,Female
101528,Member,Male
101529,Member,Male
101530,Member,Male
101531,Member,Male
101532,Member,Male
101533,Member,Female
